date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"September 17, 2019 - 5:15pm","The Department of Music’s main Colloquium Series showcases new research by leading scholars across the fields of musicology, ethnomusicology, music theory, and composition both in the United States and internationally.  Music Colloquia take place on Tuesdays at 5:15 in Lerner Center, Room 102.  The Lerner Center is located at  201 S. 34th Street, Philadelphia Pa, 19104-6313. See here for the full calendar of the 2019-2020 Colloquia Series.

Eric Wubbels, composer, pianist, and Executive Director of the Wet Ink Ensemble
Structural Uses of Microtonality and Just-Intonation in Recent Works for Strings and Piano

The increasing facility of new music string players with just-intonation (the tuning of intervals according to harmonic series relationships) offers access not only to vivid new worlds of sonority and harmonic complexity, but also to new possibilities in the integration or co-composition of harmony and timbre. When combined with the fixed, tempered intonation of the piano, just sonorities both maintain their internal timbral stability while creating strong acoustic beating at speeds precise enough that they can be used as rhythmic and temporal structures in the piece. This allows for a reimagining of consonance and dissonance as a fluid spectrum of speeds and intensities of acoustic beating. These concepts will be explored with reference to several recent works written for violinist Josh Modney and cellist Mariel Roberts, including if and only if (2019), gretchen am spinnrade (2016), being-time (2013-15), and ""the children of fire come looking for fire"" (2012).

Please join us the following evening on Wednesday, September 18 at University Lutheran to see the debut program If And Only If featuring Eric Wubbels with Josh Modney and Mariel Roberts, presented by Bowerbird.

About Eric Wubbels

Eric Wubbels (b.1980) is a composer and pianist, and a Co-Director of the Wet Ink Ensemble.

His music has been performed throughout Europe, Asia, Australia, and the U.S., by groups such as Wet Ink Ensemble, Mivos Quartet, yarn|wire, Splinter Reeds, Kupka's Piano (AUS), SCENATET (DK), Hong Kong New Music Ensemble, and featured on festivals including Huddersfield Festival, Chicago Symphony MusicNOW, LA Phil Green Umbrella Series, New York Philharmonic CONTACT, MATA Festival, and Zurich Tage für Neue Musik.

Wubbels has been awarded grants and fellowships from the American Academy of Arts and Letters, NYFA, NYSCA, Chamber Music America, ISSUE Project Room, MATA Festival, Barlow Endowment, Jerome Foundation, and Yvar Mikhashoff Trust, and residencies at the MacDowell Colony (2011, 2016), Copland House, L'Abri (Geneva),  Djerassi Resident Artists Program, and Civitella Ranieri Center (Italy).

As a performer, he has given U.S. and world premieres of works by major figures such as Peter Ablinger, Richard Barrett,  Beat Furrer, George Lewis, and Mathias Spahlinger, as well as vital young artists such as Rick Burkhardt, Francesco Filidei, Erin Gee, Bryn Harrison, Clara Iannotta, Darius Jones, Cat Lamb, Ingrid Laubrock, Charmaine Lee, Alex Mincek, Sam Pluta, Katharina Rosenberger, and Kate Soper.

He has recorded for Carrier Records, hatART, Intakt, New Focus, Spektral (Vienna),  quiet design, and Albany Records, among others, and has held teaching positions at Amherst College and Oberlin Conservatory.",,,,Department of Music,,5:15pm,,Penn Colloquium Series: Eric Wubbels,https://www.sas.upenn.edu/music/events/penn-colloquium-series-eric-wubbels,17-09-2019
"September 22, 2019 - 4:00pm - 6:00pm","Penn Music and the School of Arts and Sciences are pleased to present the Penn Flutes Recital under the direction of Michele Kelly. The program will feature select members of the Penn Flutes Ensemble who are performing duets. Works by Telemann, Devienne, Bozza, Mendelssohn and Muczynski.

Admission is free and open to the public.",6:00pm,,,Department of Music,,4:00pm,,Penn Flutes Recital,https://www.sas.upenn.edu/music/events/penn-flutes-recital,22-09-2019
"September 24, 2019 - 5:15pm","The Department of Music’s main Colloquium Series showcases new research by leading scholars across the fields of musicology, ethnomusicology, music theory, and composition both in the United States and internationally.  Music Colloquia take place on Tuesdays at 5:15 in Lerner Center, Room 102.  The Lerner Center is located at  201 S. 34th Street, Philadelphia Pa, 19104-6313. See here for the full calendar of the 2019-2020 Colloquia Series.

K.E. Goldschmitt, Assistant Professor of Music, Wellesley College
Ethnomusicologist and popular music scholar of Brazil, Latin America, and Luso-Africa; Jazz and the African Diaspora; Audiovisual Media; global music industry

For at least 20 years, scholars, critics, and music fans have taken note of the affective power of Caetano Veloso's recording of ""CucurrucucúPaloma"" in international queer cinema. The creative choices that have gone into featuring the song in key moments of emotional gravitas on stage and screen latch onto fragments of the song’s extended meaning in audiovisual media, whether it be in homage or as a sendup of masculinity. Prior to Veloso’s performance of it, “Cucurrucucú Paloma” had an extended life incomédias rancheras, a style of musical film from the “Golden Age” of Mexican Cinema, where it was often performed by women. This presentation traces the meanings and affective content of the song’s prominence in queer screen media and performance, focusing in particular onMoonlight(2016) and the performed repertoire of Fado Bicha, an influential queer fado duo from Lisbon. It argues that when the song appears, the artists in question are latching onto fragments of the song’s extended meaning in audiovisual media, especially as regards Veloso’s vocal timbre and changes in the song’s arrangement. Contextualizing this musical choice allows us further insight into how a seemingly obscure musical cue can deepen the meaning of performance for knowledgeable publics.

About K.E. Goldschmitt",,,,Department of Music,,5:15pm,,Penn Colloquium Series: K.E. Goldschmitt,https://www.sas.upenn.edu/music/events/penn-colloquium-series-ke-goldschmitt,24-09-2019
"September 27, 2019 - 6:00pm - 8:30pm","The University of Pennsylvania's Department of Music and the Kislak Center for Special Collections, Rare Books and Manuscripts are proud to present our third jointly sponsored music series Music in the Pavilion.

Taking place in the beautiful sixth-floor Class of 1978 Orrery Pavilion in Van Pelt Library, the series showcases an array of professional and international musicians, not only performing gems from standard concert repertoires but also premiering works found only in the wealth of materials—print and manuscript—held in the Kislak Center's collections. Enriching the experience of each concert, attendees will have the opportunity to hear brief lectures by eminent scholars and graduate students that will contextualize the music historically, socially, and culturally.

All concerts are on Fridays and are free of charge. Refreshments begin at 6pm, pre-concert talk at 6:15pm, and concert (no intermission) at 7pm. Registration is requested.

About the Program
A subtle aroma of Romanticism: Music by Felix Mendelssohn and Louise Farrenc
Featuring the Department of Music's 1846 Érard piano.

Register to attend

About Night Music Chamber Ensemble
Night Music Chamber Ensemble is a Philadelphia-based chamber ensemble dedicated to exploring and performing music of the Revolutionary era, roughly 1760 to 1825. Our repertory ranges from duos and trios to large-scale chamber works combining strings and winds, such as the imaginative symphony arrangements that were so popular around 1800, to concertos, cantatas, and concert arias. We've just finished presenting our third concert season in Philadelphia, with guest appearances on the inaugural PhilaLandmarks Early Music Concert Series and the Early Music at St. James series in Lancaster.

Our musicians are among the country's leading players specializing in historically-informed performance. They perform with and hold leadership positions in many prominent period-instrument ensembles, including Philadelphia's Tempesta di Mare, Bach Collegium, and Franklin Quartet, and, farther afield, the Boston Early Music Festival Orchestra, the Handel & Haydn Society, Trinity Baroque Orchestra, Kleine Kammermusik, NYS Baroque, and the Washington Bach Consort.

SERIES DIRECTORS
Music Department
Mauro Calcagno, Assoc. Professor of Music
Mary Channen Caldwell, Asst. Professor of Music

Kislak Center and the Penn Libraries
William Noel, Director, Kislak Center for Special Collections, Rare Books and Manuscripts | Director, Schoenberg Institute for Manuscript Studies
Richard Griscom, Associate University Librarian for Departmental Libraries
Liza Vick, Head, Otto E. Albrecht Music Library",8:30pm,,,Department of Music,,6:00pm,,Music in the Pavilion: Night Music Chamber Ensemble,https://www.sas.upenn.edu/music/events/music-pavilion-night-music-chamber-ensemble,27-09-2019
"October 3, 2019 - 8:00pm - 10:00pm","Penn Music honors retiring faculty composer Jay Reise with a concert of his chamber music, including two premieres. Best known as the composer of the opera Rasputin, commissioned by the New York City Opera, Reise has created a distinctive body of work that reflects varied influences, from Scriabin to jazz to the Carnatic music of southern India.

Barcarola reminiscencia - cello/piano - world premiere
The Inland Sea (Piano Sonata No. 3) - world premiere
The Gift to Urashima Taro (shakuhachi/string trio)
Semblances (Trio for Strings)
Yīnyuè (Berceuse-Nocturne for String Trio and Piano)

Irina Muresanu, violin
David Yang, viola
Eliana Razzino Yang, cello
Amy Yang, piano
James Primosch, piano
James Nyoraku Schlefer, Shakuhachi",10:00pm,,,Department of Music,,8:00pm,,Jay Reise Retirement Concert,https://www.sas.upenn.edu/music/events/jay-reise-retirement-concert,03-10-2019
"October 10, 2019 - 8:00pm","A collection of George Crumb’s most evocative music performed by Philadelphia’s Arcana New Music Ensemble. The program features the haunting setting Apparition, with texts drawn from Walt Whitman’s “When Lilacs Last in the Dooryard Bloom’d.” and all four books of Madrigals with text by Spanish poet Federico García Lorca.

FOR TICKETS


Dream Sequence (Images II) (1976)
Molly Germer, violin
Eric Coyne, cello
Alyssa Resh, percussion
David Hughes, piano

Mundus Canis (A Dog’s World) (1998)
Jordan Dodson, guitar
Andy Thierauf, percussion

Apparition (1979)
Alize Rozsnyai, soprano
David Hughes, piano

Eleven Echoes of Autumn (Echoes I) (1965)
Molly Germer, violin
Anthony Bob, alto flute
Andrew Moses, clarinet
David Hughes, piano

Madrigals, Book I – IV (1965, 1969)
Elisa Sutherland, mezzo-soprano
Nicholas Handahl, flute
Elizabeth Steiner, harp
Andy Thierauf, percussion
Davi Ciriaco, double bass

Bowerbird, the University of Pennsylvania Department of Music, and the Annenberg Center are pleased to present Zeitgeist: George Crumb at 90, a three concert festival celebrating more than seventy years of music by Grammy and Pulitzer Prize winning composer George Crumb. Crumb’s music often juxtaposes contrasting musical styles, ranging from music of the western art-music tradition, to hymns and folk music, to non-Western musics. Many of Crumb’s works include programmatic, symbolic, mystical and theatrical elements, which are often reflected in his beautiful and meticulously notated scores. A shy, yet warmly eloquent personality, Crumb retired from his teaching position at the University of Pennsylvania after more than thirty years of service. Honored by numerous institutions with honorary Doctorates, and the recipient of dozens of awards and prizes, Crumb makes his home just outside of Philadelphia, in the same house where he and his wife of more than sixty years raised their three children.

This event is part of Zeitgeist: George Crumb at 90

Support for this project has been provided by the Musical Fund Society of Philadelphia and the Pennsylvania Council on the Arts, a state agency funded by the Commonwealth of Pennsylvania and the National Endowment for the Arts, a federal agency.",,,,Department of Music,,8:00pm,,GEORGE CRUMB: OUT OF DARKNESS,https://www.sas.upenn.edu/music/events/george-crumb-out-darkness,10-10-2019
"October 10, 2019 - 8:00pm - October 12, 2019 - 8:00pm","Bowerbird, the University of Pennsylvania Department of Music, and the Annenberg Center, are pleased to present Zeitgeist: George Crumb at 90, a three concert festival celebrating more than seventy years of music by Grammy and Pulitzer Prize winning composer George Crumb. Crumb’s music often juxtaposes contrasting musical styles, ranging from music of the western art-music tradition, to hymns and folk music, to non-Western musics. Many of Crumb’s works include programmatic, symbolic, mystical and theatrical elements, which are often reflected in his beautiful and meticulously notated scores. A shy, yet warmly eloquent personality, Crumb retired from his teaching position at the University of Pennsylvania after more than thirty years of service. Honored by numerous institutions with honorary Doctorates, and the recipient of dozens of awards and prizes, Crumb makes his home just outside of Philadelphia, in the same house where he and his wife of more than sixty years raised their three children.

NIGHT 1

NIGHT 2

NIGHT 3

Credit Photo Sarah Shatz.",8:00pm,,,Department of Music,,8:00pm,,ZEITGEIST: GEORGE CRUMB AT 90,https://www.sas.upenn.edu/music/events/zeitgeist-george-crumb-90,10-10-2019
"October 11, 2019 - 3:00pm - October 12, 2019 - 8:00pm","Racial ideology is baked into the cultural and music history of early America. Native peoples and colonists heard each other’s music as indicators of difference, friendliness, or danger. The regulation of song and dance was integral to the subjugation of enslaved people. And, in the United States, a vested interest in forming a nation of white citizens was underpinned by pious and genteel repertoire. This workshop seeks to provide a space for the cultivation of new areas of inquiry into the intersection of race, music, and American cultural history. While the interrelated relationship between race, modernity, and American music is of enduring interest to scholars–especially those focused on the twentieth century to today–this workshop is dedicated to tracing these long-term themes in the earlier period from colonial encounter to the Civil War.

This workshop will feature papers from scholars at all career stages using a wide variety of sources, including archival and/or ethnographic work, material artifacts like historical instruments, sheet music, theatrical ephemera, photography, journals, and all forms of print media. Participants will be asked to pre-circulate their 20-page paper and respond to another presenter’s work in this intensive two-day workshop. Bonnie Gordon (University of Virginia) is scheduled to kick off the event for participants with a paper on Friday. Support for travel and lodging will be provided for accepted participants.

Questions may be directed to organizers Glenda Goodman and Rhae Lynn Barnes: EarlyAmericanMusicAndRace@Gmail.com

All papers will be pre-circulated to those who register for the workshop. Saturday’s discussions will entail a 5-10 minute response followed by a discussion of the paper.

3-5 PM Seminar with Bonnie Gordon, “Echoes of 1619: Jamestown, Jefferson, and Social Justice” (Stephanie Grauman Wolf Room)



10 AM Welcome and introduction (Glenda Goodman and Rhae Lynn Barnes)
10:15 AM Kristin Moriah, “The Black Swan and the Golden Harvest: Elizabeth Taylor Greenfield and Blackface Minstrelsy”
Response from Candace Bailey
10:45 AM Erin Fulton, “The Year of Jubilee Is Come: Metatextual Resonance in Antislavery Hymn Parodies”
Response from Maria Ryan
10:45-11:00 AM Break
11:00 AM David Garcia, “When the Borders Crossed Us: A Latinx Musicology for Trumpism”
Response from Guthrie Ramsey
11:30 AM Maria Ryan, “‘The influence of Melody upon man in the wild state of nature’: music, violence, and race in a Jamaica parish, 1827-28”
Response from Kristin Moriah
12:30-2 PM Lunch
2:00 PM Candace Bailey, “Interrogating Cultural Practices among Musically Literate Women of Color in Antebellum Slave States”
Response from David Garcia
2:30 PM Caitlin Marshall, “A Voice Like Thunder: Edwin Forrest’s Sonic Redface”
Response from Sarah Eyerly and Rachel Wheeler
3-3:30 PM Coffee break
3:30 PM Rachel Wheeler and Sarah Eyerly, “Networks of Song: Tracing the Intersections of Race, Music, and Cultural Production in Mohican Moravian Hymnody”
Response from Erin Fulton
4:00 PM Guthrie Ramsey, Performing Historical African American Music
Response from Caitlin Marshall
4:30 PM Final discussion and closing remarks
5-7 PM Closing reception Moelis Reading Terrace


Registration
To register for this workshop, please fill out this survey indicating your attendance information. An e-mail will follow with instructions on how to access the pre-circulated papers. Thank you!

Co-organized by Glenda Goodman (University of Pennsylvania) and Rhae Lynn Barnes (Princeton University)

Sponsored by the McNeil Center for Early American Studies; the University of Pennsylvania Department of Music; the Kislak Center for Special Collections, Rare Books, and Manuscripts; the University of Pennsylvania Office of the Vice Provost; and School of Arts and Sciences.",8:00pm,,,Department of Music,,3:00pm,,Early American Music and the Construction of Race: An Interdisciplinary Workshop,https://www.sas.upenn.edu/music/events/early-american-music-and-construction-race-interdisciplinary-workshop,11-10-2019
"October 11, 2019 - 8:00pm","Two major works for solo amplified piano, the zodiac-inspired Makrokosmos I and the more recent Metamorphoses, celebrate George Crumb’s unfettered imagination as he requires the pianist to be a virtuoso at the keyboard while playing inside the piano and vocalizing as well.

FOR TICKETS


Makrokosmos, Book I (1972)
Adam Tendler, piano

Metamorphoses, Book I (2015 – 2017)
Margaret Leng Tan, piano

Bowerbird, the University of Pennsylvania Department of Music, and the Annenberg Center are pleased to present Zeitgeist: George Crumb at 90, a three concert festival celebrating more than seventy years of music by Grammy and Pulitzer Prize winning composer George Crumb. Crumb’s music often juxtaposes contrasting musical styles, ranging from music of the western art-music tradition, to hymns and folk music, to non-Western musics. Many of Crumb’s works include programmatic, symbolic, mystical and theatrical elements, which are often reflected in his beautiful and meticulously notated scores. A shy, yet warmly eloquent personality, Crumb retired from his teaching position at the University of Pennsylvania after more than thirty years of service. Honored by numerous institutions with honorary Doctorates, and the recipient of dozens of awards and prizes, Crumb makes his home just outside of Philadelphia, in the same house where he and his wife of more than sixty years raised their three children.

This event is part of Zeitgeist: George Crumb at 90

Support for this project has been provided by the Musical Fund Society of Philadelphia and the Pennsylvania Council on the Arts, a state agency funded by the Commonwealth of Pennsylvania and the National Endowment for the Arts, a federal agency.",,,,Department of Music,,8:00pm,,GEORGE CRUMB: KOSMOS,https://www.sas.upenn.edu/music/events/george-crumb-kosmos,11-10-2019
"October 12, 2019 - 8:00pm","The Daedalus Quartet performs Crumb’s Vietnam War-haunted Black Angels for amplified string quartet, “a work of frightening intensity, where Jimi Hendrix and Pierrot Lunaire shake hands with the devil.” A selection of Crumb’s early music rounds out the picture of this essential American artist’s lengthy career.

FOR TICKETS


Sonata for Solo Violoncello (1955)
Thomas Kraines

Four Nocturnes (1964)
Min-Young Kim, violin
Charles Abramovic, piano

Three Early Songs (1947)
Meg Bragle, mezzo-soprano
James Primosch, piano

A Little Suite For Christmas, 1979, A. D. (1980)
James Primosch, piano

Black Angels (1970)
Daedalus String Quartet
Min-Young Kim and Matilda Kaul, violins
Jessica Thompson, viola, Thomas Kraines, cello

Bowerbird, the University of Pennsylvania Department of Music, and the Annenberg Center are pleased to present Zeitgeist: George Crumb at 90, a three concert festival celebrating more than seventy years of music by Grammy and Pulitzer Prize winning composer George Crumb. Crumb’s music often juxtaposes contrasting musical styles, ranging from music of the western art-music tradition, to hymns and folk music, to non-Western musics. Many of Crumb’s works include programmatic, symbolic, mystical and theatrical elements, which are often reflected in his beautiful and meticulously notated scores. A shy, yet warmly eloquent personality, Crumb retired from his teaching position at the University of Pennsylvania after more than thirty years of service. Honored by numerous institutions with honorary Doctorates, and the recipient of dozens of awards and prizes, Crumb makes his home just outside of Philadelphia, in the same house where he and his wife of more than sixty years raised their three children.

This event is part of Zeitgeist: George Crumb at 90

Support for this project has been provided by the Musical Fund Society of Philadelphia and the Pennsylvania Council on the Arts, a state agency funded by the Commonwealth of Pennsylvania and the National Endowment for the Arts, a federal agency.",,,,Department of Music,,8:00pm,,GEORGE CRUMB: BLACK ANGELS,https://www.sas.upenn.edu/music/events/george-crumb-black-angels,12-10-2019
17 Sep 2019 - 5:15pm to 7:30pm,"Internet memes, once thought to be fun, silly, and casual, are increasingly part of a sophisticated communications strategy. These five artists and collectives find ways to negotiate power and assert presence by defying dominant media narratives in China, India, Nicaragua, and beyond. While memes can and do wreak havoc in our societies, notably on our electoral processes, we invite you to consider a broader definition of memetic expression that includes the promotion of civic good and social equity through visual, haptic, and interactive discourse. Here, artists find creative ways to amplify, build on, and disseminate messages from underheard social movements.
CURATORS
Josue Chavez researches media, translation, gender, sexuality, and labor in Asia and Latin America. He served as Head of Research and Development for China Residence and also conducted in depth interviews with artists and creative administrators. His critical writing has been featured in Ada: A Journal of Gender, New Media and Technology, and the Columbia Journal of Literary Criticism. He joined the Hispanic Studies department’s Ph.D. program at Penn in the Fall of 2019.
Kira Simon-Kennedy is a Penn alum and co-founder of China Residencies, a multifaceted arts nonprofit supporting creative spaces and projects in China and beyond. She has been awarded fellowships at the Made in NY Media Center and NEW INC, the New Museum’s art, design, and technology incubator to work on Rivet, a global search engine for creative opportunities, and produces independent documentary films.
Mikail Wright-Kwon is a visual artist, designer, and researcher from the Washington, D.C. metro area whose practice focuses on intercultural interactions, folk art, and queer communities. His family business, The Jackson Family Art Show, an arts management company in the area, sowed an interest in the arts from a young age. After studying abroad at Heilongjiang University in Harbin, China for three semesters he transferred to the University of Maryland, College Park to complete his undergraduate degree in Chinese Literature.
An Xiao Mina’s writing and commentary have appeared in the Atlantic, MIT Technology Review, the Economist, the Los Angeles Review of Books, Hyperallergic, and on the BBC World Service. She has exhibited work in the Victoria and Albert Museum and the Museum of the Moving Image, among other spaces. She was a 2016-17 research fellow at the Berkman Klein Center for Internet and Society at Harvard University, a product director at the tech company Meedan, and author of Memes to Movements: How the World’s Most Viral Media is Changing Social Protest and Power.
FEATURED ARTISTS/COLLECTIVES
Amy Suo WuDalit Panthers ArchiveElyla SinvergüenzaRintu Thomas & Sushmit GhoshSponge Gourd Collective
SPONSORS",7:30pm,,"Location: Annenberg School, Room 500",Annenberg School of Communication,,5:15pm,,Center for Media at Risk: Art Exhibit Opening,https://www.asc.upenn.edu/news-events/events/center-media-risk-art-exhibit-opening,17-09-2019
,"Geosocial Encounters connects documentary artists with researchers and scholar-filmmakers in the environmental humanities. What can video art, experimental documentary, and sensory ethnography teach us about the practice of critical urban, spatial, and environmental research? Conversely, how are scholar-filmmakers utilizing audiovisual tools and contributing to these genres of film and video art?
The symposium is co-organized by Dr. Rahul Mukherjee, Assistant Professor of Television and New Media Studies, and Dr. Ben Mendelsohn, Mellon Postdoctoral Fellow at the Penn Program in Environmental Humanities. The event will begin with a film screening at Slought the evening of Thursday, September 19 and continue with a series of panels throughout the day on Friday, September 20.
Geosocial Encounters a project of the Penn Program in Environmental Humanities. It is supported by the School of Arts and Sciences and University Research Fund, the Department of English, the Cinema and Media Studies Program, the Wolf Humanities Center, the Center for Experimental Ethnography, the Center for Advanced Research in Global Communication, and the Center for Media at Risk.
View details here.",,,Location: Slought + University of Pennsylvania,Annenberg School of Communication,,,,GeoSocial Encounters Symposium,https://www.asc.upenn.edu/news-events/events/geosocial-encounters-symposium,
19 Sep 2019 - 5:15pm to 7:30pm,"RSVP via Eventbrite.
About the Talk
Spies have made a remarkable international comeback in popular film and TV since the early 2010s. Many of the recent TV series and feature films that revolve around spying and surveillance also draw on the Cold War for historical parallels, antecedents, or representational elements to convey a decidedly contemporary sense of ambiguity, allegory, and dystopia that is associated with the global crisis of neo-liberal markets, the erosion of trust in democratic institutions, and the emergence of autocratic leaders worldwide.
Imre probes this association further and asks why and how the memory of the Cold War is resurrected through its favored genre to lend a representative platform to current, globally shared structures of feeling. On the one hand, the implied historical parallels yield a contemporary reevaluation of the Cold War as much more complex and more thoroughly networked among national and other agents than the triumphant Western narrative of two warring empires has long suggested. On the other hand, the comparison between Cold War and contemporary manifestations of spies and spying guide us to understand significant recent transformations in the nature, effects, and experience of surveillance. This transformation involves the global political and affective impact of populism and authoritarianism; stark economic inequality; widespread digital state and corporate surveillance; a conservative backlash against women, minorities, and immigrants; the erosion of democratic institutions; the appearance of fake news delivered by algorithms; and Russia’s return to the international stage as powerful state with imperial ambitions, headed by a former KGB agent.
Equally important, the comparison between Cold War and contemporary spies highlights a radical transformation of the technological and media networks themselves from nation-based broadcast networks to streaming platforms that are themselves active facilitators of a more widespread, insidious, and inescapable sense of surveillance. In particular, Imre argue that there is a synergy between the structures of broadcast television and Cold War representations of spying on the one side and contemporary, digital, SVOD delivery and the structures of spying represented by streaming services on the other. This feedback loop between spying as content and technology compels a serious critical and historical understanding and requires creative pedagogies of interruption.  
About the Speaker
Anikó Imre is a Professor of Cinematic Arts in the Division of Cinema and Media Studies and a member of the faculty advisory board in the Interdivisional Media Arts and Practice (iMAP) Division at the University of Southern California (USC). She has published, taught, and lectured widely on media globalization, television, (post)socialism, gender and sexuality, race, and postcoloniality.
She is the author of TV Socialism (Duke UP, 2016) and Identity Games: Globalization and the Transformation of Post-Communist Media Cultures (MIT Press, 2009), editor of East European Cinemas (AFI Film Readers, Routledge, 2005) and The Blackwell Companion to East European Cinemas (2012), and co-editor of Transnational Feminism in Film and Media (Palgrave, 2007), Popular Television in the New Europe (Routledge, 2012), of special issues of The Journal of Popular Film and Television on Television Entertainment in the New Europe (2012), the European Journal of Cultural Studies on Media Globalization and Post-Socialist Identities (May 2009), and Feminist Media Studies on Transcultural Feminist Mediations (December 2009). She co-edits the Palgrave book series Global Cinemas and sits on the boards of Cinema and Media Journal, Global Media and Communication, Television and New Media, VIEW Journal of European Television History and Culture, NECSUS_European Journal of Media Studies, global-e: Twenty-First Century Global Dynamics and other key publications.
More Information
This event is co-sponsored by The Russian and East European Studies Department at the University of Pennsylvania.
Contact: marina.krikorian@asc.upenn.edu. 
RSVP via Eventbrite.",7:30pm,,"Location: Annenberg School for Communication, Room 109",Annenberg School of Communication,,5:15pm,,"2019 CARGC Distinguished Lecture in Global Communication featuring Anikó Imre, University of Southern California",https://www.asc.upenn.edu/news-events/events/2019-cargc-distinguished-lecture-global-communication-featuring-anik%C3%B3-imre,19-09-2019
24 Sep 2019 - 7:00pm to 9:00pm,"Created by Laura Poitras and Charlotte Cook, Field of Vision is a filmmaker-driven documentary initiative that commissions and creates original short-form nonfiction films about developing and ongoing stories from around the globe. This showcase of short documentaries informs, inspires, and illustrates the variety of ways that films can achieve Field of Vision’s investigative and journalistic objectives.  Presented by June Jennings, Impact and Partnership Manager at Field of Vision.Nuuca (USA, 2018, 13 min) by Michelle Latimer 
This cinematic documentary reflects on North Dakota’s recent oil boom. With a dramatic increase in workers, has come an influx of drugs, crime, and sexual violence. On the Fort Berthold Indian reservation in central North Dakota, rates of sexual violence and harassment have increased 168 percent, with Indigenous women most aﬀected.
Dancing With Le Pen (France, 2018, 22 min) by Nora Mandray 
In France’s last presidential election, Marine Le Pen, a candidate for the right-wing National Rally party, won over 30 percent of the vote after an attempt to rebrand a party associated with her controversial father, Jean-Marie Le Pen. See how three of her supporters faced similar obstacles in changing the narrative.
Crooked Lines (USA, 2018, 11 min) by Monica Berra, Yoruba Richen, and Jacqueline Olive 
Meet two women fighting against race-based gerrymandering in North Carolina: Val Applewhite, a plaintiff in a landmark Supreme Court case, and Moon Duchin, a mathematician who empowers organizers to use data to advocate for fairly drawn electoral maps.
Graven Image (USA, 2017, 10 min) by Sierra Pettengill
Using over 100 years of archival footage, director Sierra Pettengill explores the history of the largest Confederate monument, Georgia’s Stone Mountain.
The Trial (USA, 2019, 15 min) by Johanna Hamilton 
Meet the lawyers tasked with defending a 9/11 suspect at Guantanamo Bay. Follow Alka Pradhan, James Connell, and Lt. Col. Sterling Thomas as they prepare for what is being called “the biggest criminal trial in U.S. history.” Their client is Ammar al-Baluchi, one of the five men facing the death penalty for plotting the attacks.
Preceded by Stadium Stompers (USA, 2018, 10 min) by Stadium Stompers in North Philadelphia (Precious Places 2018) North Central Philadelphians struggle against a university’s encroachment on their land that threatens the existence of a community and culture.
Lightbox Film Center
International House 
3701 Chestnut Street
Philadelphia, PA 19104
More information: https://lightboxfilmcenter.org/programs/field-of-vision-documentary-shorts",9:00pm,,"Location: Lightbox Film Center, International House",Annenberg School of Communication,,7:00pm,,Field of Vision: Documentary Shorts,https://www.asc.upenn.edu/news-events/events/field-vision-documentary-shorts,24-09-2019
25 Sep 2019 - 4:30pm to 6:00pm,"Join the Middle East Center for an evening with Hisham Matar, Pulitzer winning Libyan memoirist and novelist. Matar's father, Jaballa Matar, a Libyan businessman who became a prominent critic of the Muammar el-Qaddaffi's dictatorship in the late 1970s, was jailed in Tripoli's Abu Salim prison, a notorious torture site where approximately 1,270 prisoners were massacred in June 1996. Whether Jaballa Matar was among them has never been established as the Libyan regime has refused to disclose his fate. Hisham Matar's autobiography The Return (2017) for which he received the Pulitzer Prize deals with this trauma.


Hisham Matar will be in conversation with Heather Sharkey, Professor in the Department of Near Eastern Languages and Civilizations, University of Pennsylvania and Eileen Ryan, Associate Professor of History, Temple University.

Sponsored by the Middle East Center, Department of History, Department of Near Eastern Languages and Civilizations, the Andrea Mitchell Center for Democracy, and the Center for Advanced Research in Global Communication, University of Pennsylvania.
View details here.",6:00pm,,Location: College Hall 200,Annenberg School of Communication,,4:30pm,,"An Evening with Hisham Matar, Pulitzer Winning Libyan Memoirist and Novelist",https://www.asc.upenn.edu/news-events/events/evening-hisham-matar-pulitzer-winning-libyan-memoirist-and-novelist,25-09-2019
