date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
19 May 2019 - 10:00am to 12:00pm,"The Annenberg School for Communication is pleased to invite graduating seniors, along with their friends and family, to its Communication Major Graduation Ceremony on May 19, 2019.
At this ceremony, which takes place the day prior to the University Commencement on Franklin Field, we celebrate the graduation of Penn's Communication Majors with the distribution of certificates and awards. The event also includes short speeches by several undergraduates, and an address from a distinguished alumnus. This year, Dylan Hewitt (C'14, G'15), Director of Intergovernmental Relations for New York City Comptroller Scott M. Stringer, will speak.
**Students must RSVP for the ceremony by May 15.**
The times and locations on May 19 are as follows:
10-11am: Ceremony
Zellerbach Theater, Annenberg Center for The Performing Arts
3680 Walnut Street, Philadelphia
11am - Noon: Reception
The Agora, Annenberg Public Policy Center
202 South 36th Street, Philadelphia
Students should arrive at the Zellerbach theater by 9:40 a.m. There will be assigned seating on stage. Attire for students is business professional. Academic regalia is not worn for this ceremony.
Tickets are not required, and seating will be available on a first come basis. Ushers will be available to direct guests in wheelchairs or with limited mobility to accessible seating.
Please click here to view frequently asked questions.",12:00pm,,Location: Philadelphia,Annenberg School of Communication,,10:00am,,2019 Communication Major Graduation Ceremony,https://www.asc.upenn.edu/news-events/events/2019-communication-major-graduation-ceremony,19-05-2019
,"Courses Offered During Summer Session 1: May 28 - July 3
COMM 125: Communication Behavior (Pawel Popiel and Celeste M. Wagner)
This course introduces students to exploring communication and behavior, with a focus on mass and social media processes and effects. Topics include: the influence of social media on social relationships; the effects of biased media representations of social groups; the emotional experiences underlying the consumption of media, including for mood management; the political economy of the media industries; the political role and impact of the news media; the social and political impact of social media use; and other current topics. The aim of the course is to provide students with (1) a general understanding of research design and methods for the study of  communication, and (2) the basic conceptual tools needed to critically evaluate the findings, assumptions, theories, and methods examining communication behavior and media effects. The class will survey social scientific, critical, and cultural studies approaches to understanding communication and media processes, and their broader social implications. Students who take this course will acquire the tools to better understand and conceptualize issues and problems related to communication, and mass and social media prevalent today.
COMM 225: Children and Media (Leeann Siegel)
This course examines children's relationship to media in its historic, economic, political, and social contexts. The class explores the ways in which ""childhood"" is created and understood as a time of life that is qualitatively unique and socially constructed over time. It continues with a review of various theories of child development as they inform children's relationship with and understanding of media. It next reviews public policies designed to empower parents and limit children's exposure to potentially problematic media content and simultaneously considers the economic forces that shape what children see and buy. The course concludes with a critical examination of research on the impact of media on children's physical, cognitive, social, and emotional development. Students in this course produce a prototype for an educational children's media property as their capstone project.
COMM 290: Visual Culture and Communication (Jasmine Erdener and Hanna E. Morris)
This course will introduce students to foundational aspects of visual communication theory and practice with particular attention to contemporary culture in the United States. Course readings will engage with critical questions of power, representation and ways of seeing in an increasingly globalized and digitally mediated context. Class discussions will unpack the power dynamics and visual regimes of race, gender, class, and citizenship. Historical case studies will supplement contemporary discussions of the visual. A key theme of this course will be creative forms of subversion and resistance—or, the “image politics” of visual communication. This course will be grounded in the everyday and will draw upon current events and contemporary controversies. Students will become well versed in the study and practice of visual communication—with the option of producing a final creative visual project or critical critique depending on students’ interests.
Courses Offered During Summer Session 2: July 5 - August 9
COMM 130: Media Industries and Society (Lauren Bridges and Diami Virgilio)
The aim of this course is to prepare you to work in the media business as well as to be an informed citizen by acquainting you with the work and language of media practitioners. The class also investigates the exciting, and (to some employed there) scary changes taking place in the news and publishing industry, the advertising industry, the movie industry, and several other areas of the media system. In doing that, the course ranges over economic, political, legal, historical, and ""cultural"" considerations that shape what we see when we go online, use social media, watch TV, read books, play video games, and more. You'll never look at media the same way again.
COMM 339: Critical Perspectives in Journalism (Jennifer R. Henrichsen)
Journalists and the role of journalism in democratic societies is frequently in the headlines and of increasing importance to our national debate. This course will draw from the headlines and key scholars to provide undergraduate students with a critical understanding of and orientation toward journalism. Students will read theoretical selections and commentary by and about journalists. Students will analyze and contextualize readings related to current events. Specific attention will be paid to the changing roles of journalists amidst significant technological and political change. A comparative lens of journalism in different cultural contexts will also occur. Students will engage with different models of journalistic practice; changing norms, values, sourcing practices; and journalism ethics. Class will comprise of lecture, discussion, and engagement with various forms of news media, including articles and documentaries. The majority of class will be a structured seminar in which students will discuss the required readings within the context of current events and the overarching context of the class. Students should come to each class prepared to discuss, ask questions, and engage in constructive ways with their fellow students and their instructor.
Courses Offered During 11-Week Session: May 21 - August 3
COMM 290: The Internet: Then, Now, and Right Now (Ryan Tsapatsaris)
Through a series of case-studies, this course will seek to answer the questions “how do people behave online” and “when and how are online behaviors specific or universal”. The course will primarily focus on contemporary behaviors in spaces like YouTube, Facebook, (Black) Twitter, Grindr, Tinder, Myspace, and MMORPGs (World of Warcraft) along with a brief analysis of the early web spaces of the 1970s-1990s. It will also explore cultural production, such as memes, and other user-generated content. In the final weeks of the course, we will examine contemporary Internet happenings from Summer 2019 and investigate how current behaviors are similar and dissimilar from historical practices. While previous familiarity with various Internet spaces will be helpful, this course is meant as a primer, and as such, will make no assumptions about students’ prior knowledge of the myriad sites being analyzed.  That being said, students will be encouraged to discuss spaces they engage with online that may not appear in the assigned readings.
COMM 491: Communications Internship (Susan Haas)
A scholarly counterpart for students' internships in various communication-related organizations. Through individually-selected readings, class discussion and individual conferences, students develop their own independent research agendas which investigate aspects of their internship experience or industry. In written field notes and a final paper, students combine communication theory and practice in pursuit of their individual questions. Class date and time to be determined by enrolled students schedules. (Requires approval of Undergraduate Office)",,,Location: Philadelphia,Annenberg School of Communication,,,,2019 Annenberg Summer Courses,https://www.asc.upenn.edu/news-events/events/2019-annenberg-summer-courses,
,"The World Bank-Annenberg Summer Institute is designed for leaders, strategists, and advisors who want to strengthen the critical communication skills required to support change agents and reform initiatives in developing countries.
This year, we are offering a one-week course tailored for senior level executives who want to learn the most recent advances in strategic communication and best practices for reform. We also will offer a second week that includes specialized sessions for capacity building, executing campaigns, and building communication metrics to measure reform.
The course will be taught by leading experts acrpss the World Bank Group, the Annenberg School for Communication and Journalism at the University of Southern California, and the Annenberg School for Communication at the University of Pennsylvania.
Click here to download a flyer about the program.
Program Benefits
Interpreting and using political analysis
Crafting multi-stakeholder collaboration and network building strategies to support reform
Developing strategic communication skills that lead to development results
Leveraging social/digital media tools and analytics effectively
Building communication metrics to measure reform
Connecting with a global network of development professionals working on initiatives in the public, private, and non-profit sectors
Who Should Apply?

The course is intended for professionals working on reform initiatives around the world including: strategists, government advisors, senior development practitioners, communication professionals, social entrepreneurs and executives who want to build leadership capacity and effect change.
Successful applicants will possess:
A minimum 10 to 15 years of professional experience with a focus on multi-stakeholder engagement
A masters degree or equivalent in communication, public affairs, political science, international relations, economics, or related field
Fluency in spoken and written English
How to Apply

Please visit the institute's website and fill out the 2019 application form. A Selection Committee will review applications and notify those accepted via email. Space is limited.
Registration Fee

Registration includes daily instruction, meals during sessions, and site visit to a leading public affairs, media, or advertising firm. The fee does not include airfare, lodging, or other living expenses. For more information on program and fees, see the program’s website or the attached flyer.",,,"Location: University of Southern California, Los Angeles",Annenberg School of Communication,,,,World Bank-Annenberg Summer Institute 2019,https://www.asc.upenn.edu/news-events/events/world-bank-annenberg-summer-institute,
26 Aug 2019 - 11:00am to 12:00pm,"The Annenberg School Convocation Ceremony will be held on Monday, August 26 at 11:00am. Dean John L. Jackson, Jr. will welcome incoming graduate students, faculty, scholars, and staff and give the annual presentation on the state of the school.",12:00pm,,Location: Annenberg School,Annenberg School of Communication,,11:00am,,Annenberg School Convocation 2019,https://www.asc.upenn.edu/news-events/events/annenberg-school-convocation-2019,26-08-2019
"Saturday, September 08, 2018, 9:30 AM - 5:00 PM",,5:00 PM,,"Event Location: 
Class of 1978 Pavillion Kislak CenterVan Pelt Library, 6th Floor",Department of Religious Studies,,9:30 AM,,Unstable Archives: A Workshop on Gender and Digital Humanities in South Asia,https://www.sas.upenn.edu/religious_studies/events/unstable-archives,08-09-2018
"Thursday, November 02, 2017, 7:00 PM - 9:00 PM",,9:00 PM,,"Event Location: 
Cohen 254 (Religious/ Classical Studies Lounge)",Department of Religious Studies,,7:00 PM,,RELS PSCO: THINKING WITH ANCIENT ANIMALS,https://www.sas.upenn.edu/religious_studies/events/2017/nov/rels-psco-thinking-ancient-animals,02-11-2017
"Tuesday, June 13, 2017, 4:00 PM - 6:00 PM",,6:00 PM,,"Event Location: 
Lightbulb CafeWorld Cafe Live3025 Walnut StreetPhiladelphia PA 19104",Department of Religious Studies,,4:00 PM,,What Standing Rock Protests Can Teach us about Climate Change Advocacy,https://www.sas.upenn.edu/religious_studies/events/2017/jun/what-standing-rock-protests-can-teach-us-about-climate-change-advocacy,13-06-2017
"Thursday, April 20, 2017, 4:00 PM - 6:00 PM",,6:00 PM,,"Event Location: 
Kislak Center, Class of 1978 Pavillion Room 6th Floor, Van Pelt Library 3420 Walnut Street, Philadelphia, PA 19104",Department of Religious Studies,,4:00 PM,,"2017 Boardman Symposium: Sanctuary: A Public Conversation on Religion, Immigration, and Contested Spaces",https://www.sas.upenn.edu/religious_studies/events/2017/apr/2017-boardman-sanctuary,20-04-2017
,,,,,Department of Religious Studies,,,,On and Off the Derech: Turning Towards and Away from Ultra-Orthodox Judaism: A Family Story,https://www.sas.upenn.edu/religious_studies/news/2017/mar/Donald_Weber,
,,,,,Department of Religious Studies,,,,CAS ANNUAL SYMPOSIUM,https://www.sas.upenn.edu/religious_studies/news/2016/oct/cas-annual-symposium,
,,,,,Department of Religious Studies,,,,CAS Grad Conference- Spring 2017,https://www.sas.upenn.edu/religious_studies/news/2016/oct/cas-grad-conference-spring-2017,
,,,,,Department of Religious Studies,,,,"Religion & Violence, Spring 2017",https://www.sas.upenn.edu/religious_studies/news/2016/oct/religion-violence-spring-2017,
,,,,,Department of Religious Studies,,,,Penn Journal of Religious Studies- Call for Applications,https://www.sas.upenn.edu/religious_studies/news/2016/sep/penn-journal-religious-studies-call-applications,
,,,,,Department of Religious Studies,,,,Religious Studies Undergraduate Society,https://www.sas.upenn.edu/religious_studies/news/2016/sep/religious-studies-undergraduate-society,
,,,,,Department of Religious Studies,,,,Professor Justin McDaniel launches the Digital Library of Ancient Thai Manuscripts Project!,https://www.sas.upenn.edu/religious_studies/news/2016/apr/digital-library-manuscripts-project,
,,,,,Department of Religious Studies,,,,"Prof. McDaniel among 34st Street's ""Penn's Best Professors""",https://www.sas.upenn.edu/religious_studies/news/2015/jul/prof-mcdaniel-among-34st-streets-penns-best-professors,
,,,,,Department of Religious Studies,,,,Prof. Elias on opposition to images of Muhammad in Islam,https://www.sas.upenn.edu/religious_studies/news/2015/jul/prof-elias-opposition-images-muhammad-islam,
,,,,,Department of Religious Studies,,,,Prof. Butler in the Washington Post,https://www.sas.upenn.edu/religious_studies/news/2015/jul/prof-butler-washington-post,
,,,,,Department of Religious Studies,,,,Prof. Weitzman reflects on his first year as Katz Center director,https://www.sas.upenn.edu/religious_studies/news/2015/jul/prof-weitzman-reflects-his-first-year-katz-center-director,
"Wednesday, April 4, 2018 - 10:00am","If you are interested in higher education policy and/or international higher education, please join us at 10 AM on 04/04/2018 @ 3819 Chestnut Street, Conf. Rm. 102 for this great a talk by Tobias Schultze-Cleven. The entire AHEAD team will be present, so we are looking for a stimulating discussion!
Please download a copy of the flyer and help us spread the word!",,,"St. Leonard's Court, 3819 Chestnut Street, Conference Room 102",Penn AHEAD,,10:00am,,Liberalizing Higher Education: Competition and Control in the United States and Germany,http://www.ahead-penn.org/content/liberalizing-higher-education-competition-and-control-united-states-and-germany,04-04-2018
,"See the Agenda  |  See Photos of the Conference
An emerging body of research begins to shed light on various aspects  of college promise programs (including free tuition programs), but too  little is known about the full range of program outcomes, or the ideal  structure and design of programs serving different groups of students in  different sectors of higher education in different communities,  regions, and states.
This research conference, to be held October  19-20, 2017 on the University of Pennsylvania campus, is designed to  stimulate production of a set of papers that collectively address the  following questions:
What are the characteristics of students  who participate in promise programs? How do characteristics of  participating students vary based on program characteristics?
What are the outcomes of promise programs for participating students?
What are the outcomes of promise programs for other stakeholders,  including K-12 schools, colleges and universities, and communities?
How do program outcomes for students and other stakeholders vary based on program characteristics?
Conference Organizer: Laura Perna (University of Pennsylvania)Conference Planning Committee: Martha Kanter (Civic Nation); Mary Rauner (REL West)
This  research conference is supported by a grant from the Education Research Conferences Program of the American Educational Research Association (AERA).",,,University of Pennsylvania,Penn AHEAD,,,,Improving Research-Based Knowledge of College Promise Programs,http://www.ahead-penn.org/content/improving-research-based-knowledge-college-promise-programs,
"Friday, May 6, 2016 - 12:00pm to 2:00pm","Join Penn AHEAD and The Netter Center for the fifth and final session on the role of higher educational and anchor institutions in promoting college and career readiness of high school students in Philadelphia. This session features Alexandrea Robinson- Rogers, College and Career Readiness, School District of Philadelphia; Glenn Bryan, The University of Pennsylvania; Larry Eichel, The Pew Charitable Trusts; Elaine Leigh and Ed Smith, The University of Pennsylvania Graduate School of Education. 
The panel is facilitated by Laura Perna, James S. Riepe Professor, The University of Pennsylvania Graduate School of Education; and Cory Bowman, Associate Director, The Netter Center for Community Partnerships.
Lunch will be provided. Please RSVP to Janeé Franklin: janeef@upenn.edu.
To view the presentations from this session, please click below:
Larry Eichel, The Pew Charitable Trusts: The State of the City
Glenn Bryan, The University of Pennsylvania: Economic Inclusion Program Overview 
Elaine Leigh and Ed Smith, The University of Pennsylvania Graduate School of Education: University-Community Partnerships: Food for Thought",2:00pm,,"Graduate School of Education, 3700 Walnut Street, Room 200",Penn AHEAD,,12:00pm,,How Can Higher Education and Anchor Institutions Work with High Schools to Advance Employment and College and Career Readiness for Philadelphia Youth? The final session of a five-session seminar.,http://www.ahead-penn.org/content/how-can-higher-education-and-anchor-institutions-work-high-schools-advance-employment-and-1,06-05-2016
"Monday, September 26, 2016 - 8:30am to 3:30pm",,3:30pm,,Turnbull Conference Center,Penn AHEAD,,8:30am,,Florida State University College of Education's 10th Annual Dean's Symposium,http://www.ahead-penn.org/content/florida-state-university-college-educations-10th-annual-deans-symposium,26-09-2016
"Thursday, March 31, 2016 - 11:00am to 12:00pm","AHEAD Executive Director Laura Perna travels to the University of Louisville to speak about the need for a comprehensive approach to improving higher education attainment. This event is part of the University of Louisville's Department of Educational Leadership, Evaluation and Organizational Development's speaker series.
Click here to view event flyer.",12:00pm,,"University of Louisville, University Club, Mary Bingham Room",Penn AHEAD,,11:00am,,Improving Higher Education Attainment for All Students: The Need for a Comprehensive Approach,http://www.ahead-penn.org/content/improving-higher-education-attainment-all-students-need-comprehensive-approach,31-03-2016
"Thursday, November 5, 2015","PennAHEAD Executive Director and President of the Association for the Study of Higher Education (ASHE) delivered her presidential address at the 2015 ASHE Conference. She offers a top-ten list for how ASHE research must capitalizing on their strategic advantages to ensure the value of their work to higher education policy and practice into the future.
Read more here.",,,"2015 ASHE (Association for the Study of Higher Education) Conference in Denver, CO",Penn AHEAD,,,,Throwing Down the Gauntlet: Ten Ways to Ensure That Higher Education Research Continues to Matter,http://www.ahead-penn.org/content/throwing-down-gauntlet-ten-ways-ensure-higher-education-research-continues-matter,05-11-2015
"Wednesday, September 7, 2016 - 7:00am",,,,,Penn AHEAD,,7:00am,,AERA Releases “Ed-Talk” Videos and Research Fact Sheets on Important Issues in Education and Learning,http://www.ahead-penn.org/content/aera-releases-%E2%80%9Ced-talk%E2%80%9D-videos-and-research-fact-sheets-important-issues-education-and,07-09-2016
"Friday, September 18, 2015","Penn AHEAD Executive Director Dr. Laura Perna delivered a keynote address at the 2015 Kansas-Missouri Summit on Access, Persistence and Completion in Higher Education. Dr. Perna's speech focused on the importance of closing the gaps in college-related outcomes that persist across demographic groups. For a summary of her speech, please click here.",,,University of Kansas- Edwards Campus,Penn AHEAD,,,,Improving College Access & Attainment for Diverse Populations: The Role of Higher Education Institutions,http://www.ahead-penn.org/content/improving-college-access-attainment-diverse-populations-role-higher-education-institutions,18-09-2015
"Tuesday, February 3, 2015 - 10:00am","Dr. Margaret Cahalan, Director of The Pell Institute for the Study of Opportunity in Higher Education & Vice President for Research, Council for Opportunity in Education and Dr. Laura Perna, Executive Director of Penn AHEAD shared dialogue about findings from their new report: Indicators of Higher Education in Equity in the United States: 45-Year Report.",,,"National Press Club, Washington, DC",Penn AHEAD,,10:00am,,Educational Equity in Higher Education: A National Imperative,http://www.ahead-penn.org/content/educational-equity-higher-education-national-imperative,03-02-2015
,,,,,Penn Social Policy & Practice,,,,,https://www.sp2.upenn.edu/sp2-event/wires-walk-reentry-services-clinic/2019-05-07/,
May 8,,03:30PM,,,Penn Social Policy & Practice,,02:30PM,,Dean and Students Meeting,https://www.sp2.upenn.edu/sp2-event/dean-and-students-meeting-5/,08-05-2019
May 14,,05:00PM,,,Penn Social Policy & Practice,,08:00AM,,Event Category: AcademicsMSW Summer Session 1 Begins,https://www.sp2.upenn.edu/sp2-event/msw-summer-session-1-begins/,14-05-2019
,,,,,Penn Social Policy & Practice,,,,,https://www.sp2.upenn.edu/sp2-event/wires-walk-reentry-services-clinic/2019-05-14/,
May 17,"The party under the tent is back! Fun, food favorites and live music have made this one of our most popular events. This event is open to the entire SP2 community.
Part of Alumni Weekend 2019. Please register here.",08:30PM,,,Penn Social Policy & Practice,,05:30PM,,Event Category: SP2 EventsAll Alumni Reception,https://www.sp2.upenn.edu/sp2-event/all-alumni-reception-3/,17-05-2019
May 19,"Historically reserved for members of the SP2 alumni community ages 55 and over, this year’s event is open to all graduates. Enjoy great food and live jazz music at Alumni Weekend’s final event.
Part of Alumni Weekend 2019. Please register here.",01:00PM,,,Penn Social Policy & Practice,,11:00AM,,Event Category: SP2 EventsSecond Century Society Jazz Brunch,https://www.sp2.upenn.edu/sp2-event/second-century-society-jazz-brunch-2/,19-05-2019
May 19,The Penn Chapter of the Association of Black Social workers proudly presents the 26th Annual Rites of Passage Ceremony.,07:00PM,,,Penn Social Policy & Practice,,04:00PM,,Event Category: Student OrganizationsRites of Passage Ceremony,https://www.sp2.upenn.edu/sp2-event/rites-of-passage-ceremony/,19-05-2019
May 20,,11:59PM,,,Penn Social Policy & Practice,,12:00AM,,Event Categories: AcademicsMSW Field PlacementSP2 Events2019 Commencement,https://www.sp2.upenn.edu/sp2-event/commencement-5/,20-05-2019
,,,,,Penn Social Policy & Practice,,,,,https://www.sp2.upenn.edu/sp2-event/wires-walk-reentry-services-clinic/2019-05-21/,
May 27,,11:59PM,,,Penn Social Policy & Practice,,12:00AM,,Event Category: AcademicsMemorial Day – No Classes or Field Placement,https://www.sp2.upenn.edu/sp2-event/memorial-day-no-classes-or-field-placement/,27-05-2019
9.5.18,"We are thankful for the delayed presentation on Restorative Justice & Campus Sexual Assault by Mary Koss, PhD of the University of Arizona. While Koss's career has made sweeping changes in how assault is studied, she sees the same problems with the issue as she did starting out in 1980 at Kent State. 
 
Preeminent expert on sexual assault for more than 25 years. Focused expertise on sexual assault response in organizations including universities, the military, and business. Proponent of thoughtful restorative justice programs for sexual assault.
Koss authored “I Never Called It Rape: The Ms. Guide to Recognizing, Fighting and Surviving Date and Acquaintance Rape.”
 
 
Co-Sponsored by the Gender, Sexuality, and Women's Studies department at the University of Pennsylvania.
 
Use #KossAtPenn to discuss on Twitter.",,,,Ortner Center for Violence and Abuse in Relationships,,,,"Mary Koss, PhD on Restorative Justice and Campus Sexual Assault - Feb. 20, 2019",http://ortnercenter.org/updates/2018/09/05/save-the-date-mary-koss-phd-on-campus-sexual-assault,05-09-2018
9.5.18,"See highlights from Rothman's presentation here.
 
Based on a study Rothman conducted among high school students in 2016, the talk will explore how, in the absence of comprehensive sex education, pornography is shaping ideas about pleasure, intimacy, and power among teens. Register for this presentation by Emily Rothman, ScD of Boston University School of Public Health. 
 
Emily F. Rothman, ScD, is a Professor at the Boston University School of Public Health with secondary appointments at the Boston University School of Medicine in Pediatrics and Emergency Medicine. She is also a visiting scientist at the Harvard Injury Control Research Center. Dr. Rothman has authored more than 80 publications that span the areas of intimate partner violence, sexual assault, human trafficking, firearm violence, and pornography. She has been a PI or coinvestigator on numerous NIH and NIJ research grants and worked closely with multiple state sexual assault and domestic violence coalitions, state health departments, and the U.S. Centers for Disease Control and Prevention on issues related to sexual assault prevention.
 
Can't make it to the event? Read the feature on Emily Rothman's Porn Literacy study in the February 7, 2018 issue of New York Times Magazine. 
 
This event is sponsored by the following:",,,,Ortner Center for Violence and Abuse in Relationships,,,,"Let's talk about pornography: What is learned & why it matters with Emily Rothman - Oct. 11, 2018",http://ortnercenter.org/updates/2018/09/05/save-the-date-emily-rothman-scd-on-teens-internet-porn,05-09-2018
4.5.18,"From T-Ball to the NFL
 
This one-day symposium is the first university event to closely examine athletes and abuse across the spectrum of sports and ages. Leading experts, athletes, officials, and policymakers will shine a light on how to change the sports culture that puts children at risk.

The symposium is organized around four sessions -- youth sports, high school and college athletics, elite or Olympic-level athletes, and professional sports, from the NFL and MLB to the NBA and NHL.
 



 
AGENDA
 
8:30-9:00   Coffee & light breakfast
 
9:00-9:30   Opening Remarks 
Pennsylvania Attorney General Josh Shapiro
 
9:45-11:00 Youth Sports 
Moderator: Sara Jaffee, Professor of Psychology, UPenn
 
Steven Berkowitz, M.D., Director, Penn Center for Youth & Family Trauma, Response, and Recovery; Medical   
   Director, Pediatric Integrated Care Program, CHOP
Patty Dailey Lewis, Esq., Executive Director, Beau Biden Foundation for the Protection of Children
Steve Salem, Executive Director, Cal Ripken, Sr., Foundation
Dan Baum, Executive Director, The Redwood Groups Foundation
 
11:15-12:30  High School and College Sports
Moderator: Susan B. Sorenson, Professor of Social Policy, Executive Director, Ortner Center on Violence & Abuse in Relationships, UPenn
 
Sean V. Burke, Esq., Associate General Counsel, UPenn Office of General Counsel
Ann Coker, Ph.D., MPH, Verizon Wireless Endowed Chair, Center for Research on Violence Against Women;
   Professor of Epidemiology, University of Kentucky
Chris Newlin, M.S., L.P.C., Executive Director, National Children's Advocacy Center
Mary Wilfert, M. Ed., Associate Director, NCAA Sports Science Institute
 
12:30-1:30  Lunch   

1:30-2:00  Keynote Address & Book Signing 
Dominique Moceanu, 1996 Olympic Gold Medal Gymnast

2:00-3:15 Olympic Sports
Moderator: Marci Hamilton, Fox Professor of Practice, UPenn; CEO, CHILD USA
 
Shellie Pfohl, CEO, U.S. Center for SafeSport
Nancy Hogshead-Makar, CEO, ChampionWomen
Han Xiao, President, USOC Athletes' Advisory Committee
Steven Ungerleider, Ph.D., Co-Founder, Global Sports Development
 
3:30-4:45 Professional Sports
Moderator: Richard J. Gelles, Joanne and Raymond Welsh Chair of Child Welfare and Family Violence, UPenn
 
Mary Pilan, Contributing writer, Bleacher Report; Bestselling author of The Monopolists
Doug Glanville, Former MLB outfielder, Philadelphia Phillies, Chicago Cubs, Texas Rangers; Consultant,
   Baseball Factory; Author of The Game from Where I Stand
Arthur Pincus, Author, The Official Illustrated NHL History; Former VP of Public Relations, NHL
 
5:00 - 5:30 Closing Remarks
Andrea Kremer, Chief Correspondent for the NFL Network
 and conveners: Richard J. Gelles, Ph.D.; Marci A. Hamilton, Esq.; Susan B. Sorenson, Ph.D. 
 
 
Presentation materials
Coker - Bystander Training
Wilfert - NCAA",,,,Ortner Center for Violence and Abuse in Relationships,,,,"Athletes & Abuse Symposium - April 25, 2018",http://ortnercenter.org/updates/2018/04/05/athletes-abuse-symposium-april-25-2018,05-04-2018
1.3.18,"Join us for a special presentation on February 1, 2018 at noon in The Arch, room 108.
Visiting scholar, Cathy Spatz Widom, PhD will present her findings and discuss the effects of long-term child abuse and neglect.
 
Cindy Christian, MD of CHOP and Richard Gelles, PhD of Penn Social Policy and Practice will serve as discussants.
 
This event is open to the public. Lunch is included and registration is required.
Reserve your free ticket HERE. (space is limited)  
 
Special thanks to our sponsors:
Penn Social Policy and Practice
Children's Hospital of Philadelphia (CHOP)
The Field Center for Children's Policy, Practice and Research
Safe Place - The Center for Child Protection and Health
 
The Arch, Room 108
3601 Locust Walk
University of Pennsylvania",,,,Ortner Center for Violence and Abuse in Relationships,,,,"Cathy Spatz Widom on Long-Term Effects of Child Abuse and Neglect - Feb. 1, 2018",http://ortnercenter.org/updates/2018/01/03/cathy-spatz-widom-ortner,03-01-2018
11.10.17,"Giving thanks with Leslie Morgan Steiner and Philadelphia Police Commissioner Richard Ross
11 a.m. on Tuesday, November 14, 2017 
750 Race Street (Police Headquarters), Room 314



""For over 20 years, I've wanted to thank the two police officers who responded when I finally called for help after a particularly vicious beating by my husband. Before that night, I'd hidden the abuse to protect my husband, and because I hoped we could save our marriage. I didn't think anyone could understand how crazy it felt to be trapped in an abusive relationship. Those police officers, whose names I still don't know, understood what I was experiencing. They helped make that night the last time he assaulted me. Intervening in an abusive relationship can be dangerous, challenging work for police, advocates, family and friends. But victims usually can't leave without community intervention and support. Police who know what to say and how to help a victim reeling from abuse are invaluable. Thank you to all the police officers who respond to 911 calls from abuse victims. Your work matters. Your work saved my life.""",,,,Ortner Center for Violence and Abuse in Relationships,,,,"Leslie Morgan Steiner: Thank You to the Police Who Helped Me Leave My Abusive Husband - Nov. 10, 2017",http://ortnercenter.org/updates/2017/11/10/leslie-morgan-steiner-thank-you-to-the-police-who-helped-me-leave-my-abusive-husband,10-11-2017
04/24/2019,"Every Wednesday through May, master world percussionist Joseph Tayoun hosts a drum circle session in the galleries. Guests are asked to bring their own drum, though a limited number will be handed out. This is a class for all ages and skill levels.",8:00PM,158437,"Penn Museum, 3260 South St.",Penn Today Events,,6:30PM,,Drum Workshop,https://penntoday.upenn.edu/events/drum-workshop-0,24-04-2019
05/06/2019,,4:00AM,158272,False,Penn Today Events,,4:00AM,,Final Examinations Monday-Tuesday,https://penntoday.upenn.edu/events/final-examinations-monday-tuesday,06-05-2019
05/07/2019,"Crown Castle, the largest provider in the U.S. of shared communications infrastructure, joins a panel of experts who will discuss the technologies that will power 5G and the Internet of Things. The discussion is timed with Philly Tech Week.",11:00AM,158549,"Pennovation Center, 3401 Grays Ferry Ave.",Penn Today Events,,9:00AM,,Future of Wireless Connectivity,https://penntoday.upenn.edu/events/future-wireless-connectivity,07-05-2019
05/09/2019,Museum guests are invited to take a one-mile group stroll through the galleries as part of their morning walking routine.,9:30AM,158444,"Penn Museum, 3260 South St.",Penn Today Events,,8:30AM,,Museum Mile,https://penntoday.upenn.edu/events/museum-mile-1,09-05-2019
05/09/2019,"The Penn Program in Environmental Humanities, in collaboration with the Wolf Humanities Center and Perry World House, hosts a gathering of scientists, artists, historians, educators, and community partners for a series of lectures, roundtables, and performances that evaluate academia's role in combatting climate change.",5:30PM,158450,"Williams Hall, 255 S. 36th St.",Penn Today Events,,4:00PM,,Learning with Waters,https://penntoday.upenn.edu/events/learning-waters,09-05-2019
05/10/2019,"Museum guests are invited to spend their morning coffee with Chantel White, archaeobotanical teaching specialist at Penn's Center for the Analysis of Archaeological Materials",11:00AM,158420,"Penn Museum, 3260 South St.",Penn Today Events,,9:30AM,,Coffee with a Keeper,https://penntoday.upenn.edu/events/coffee-keeper-0,10-05-2019
05/10/2019,"A semi-annual public policy symposium hosted by the Fels Institute of Government, this discussion aims to explore how public policy can be used to address the current drug crisis and prevent the next one.",4:00PM,158274,"Ronald O. Perelman Center for Political Science and Economics, 133 S. 36th St.",Penn Today Events,,9:00AM,,Philadelphia's Opioid Crisis,https://penntoday.upenn.edu/events/philadelphias-opioid-crisis,10-05-2019
05/11/2019,This Mother's Day grave gardens guided tour explores the more than 100 gardens that cover the Victorian cemetery. The tour also covers the history of the site.,12:00PM,158512,"The Woodlands, ",Penn Today Events,,10:00AM,,Grave Garden Tour,https://penntoday.upenn.edu/events/grave-garden-tour,11-05-2019
05/14/2019,,4:00AM,158275,False,Penn Today Events,,4:00AM,,Spring Term Ends Tuesday,https://penntoday.upenn.edu/events/spring-term-ends-tuesday,14-05-2019
